Tanggal,Lokasi,Jenis_Sampah,Volume_Sampah_kg
25/09/2022,Lokasi_7,Organik,699.1
30/11/2021,Lokasi_19,Organik,1139.79
22/05/2024,Lokasi_20,Organik,1144.38
26/05/2023,Lokasi_12,Organik,660.35
30/01/2023,Lokasi_7,Anorganik,738.53
05/04/2023,Lokasi_8,Organik,962.02
02/10/2022,Lokasi_7,Anorganik,688.21
05/02/2020,Lokasi_6,Anorganik,1084.99
13/01/2022,Lokasi_9,Organik,984.54
30/10/2024,Lokasi_13,Organik,1019.2
18/12/2020,Lokasi_7,Anorganik,634.47
06/04/2025,Lokasi_8,Organik,1017.25
13/03/2020,Lokasi_17,Organik,549.48
08/10/2023,Lokasi_17,Organik,1381.54
29/03/2025,Lokasi_16,Anorganik,843.25
29/12/2022,Lokasi_2,Anorganik,1356.34
08/12/2021,Lokasi_8,Organik,1201.66
09/12/2024,Lokasi_17,Organik,1266.17
13/08/2022,Lokasi_13,Organik,814.54
08/06/2020,Lokasi_18,Organik,727.74
01/10/2024,Lokasi_10,B3,906.74
04/05/2024,Lokasi_2,Organik,524.23
07/03/2020,Lokasi_2,Organik,1418.76
27/02/2020,Lokasi_14,Organik,887.01
07/12/2020,Lokasi_16,Organik,1488.56
27/02/2023,Lokasi_7,Anorganik,1261.45
10/04/2023,Lokasi_12,Organik,580.52
17/05/2023,Lokasi_14,Organik,1160.19
03/02/2024,Lokasi_4,Anorganik,770.84
26/12/2024,Lokasi_4,Organik,743.72
25/04/2020,Lokasi_18,Anorganik,756.56
23/10/2021,Lokasi_3,Anorganik,1416.08
05/01/2024,Lokasi_1,B3,999.98
11/02/2025,Lokasi_17,Anorganik,1169.47
13/10/2022,Lokasi_7,Organik,780.95
06/11/2020,Lokasi_16,Anorganik,1022.95
26/07/2020,Lokasi_5,Organik,850.1
24/09/2021,Lokasi_19,Anorganik,821.14
03/10/2025,Lokasi_7,Organik,746.97
18/10/2021,Lokasi_14,Organik,909.01
24/11/2023,Lokasi_2,Anorganik,1160.03
15/04/2025,Lokasi_3,Anorganik,722.04
06/08/2024,Lokasi_17,Organik,1465.44
24/08/2020,Lokasi_16,Anorganik,624.61
13/12/2020,Lokasi_8,Anorganik,980.21
21/09/2021,Lokasi_18,Anorganik,585.03
20/03/2024,Lokasi_15,Organik,522.67
26/06/2025,Lokasi_7,Organik,1422.68
25/06/2023,Lokasi_9,Organik,1310.38
29/12/2020,Lokasi_6,Organik,1194.16
12/10/2020,Lokasi_18,Anorganik,1365.19
28/05/2020,Lokasi_18,Organik,1302.85
12/01/2023,Lokasi_14,Anorganik,1147.24
31/03/2021,Lokasi_14,B3,1347.34
01/11/2024,Lokasi_14,Anorganik,890.8
10/03/2022,Lokasi_4,B3,1052.75
30/03/2023,Lokasi_4,Organik,1276.31
09/10/2022,Lokasi_15,Anorganik,584.8
03/03/2024,Lokasi_15,B3,1358.65
25/04/2021,Lokasi_18,Anorganik,656.83
13/08/2024,Lokasi_14,Organik,1364.54
01/12/2025,Lokasi_1,Organik,811.33
20/05/2024,Lokasi_10,Anorganik,826.78
06/12/2020,Lokasi_20,Anorganik,573.95
03/07/2025,Lokasi_10,Organik,1385.9
09/02/2025,Lokasi_10,Organik,674.51
14/04/2022,Lokasi_2,Organik,1130.05
18/04/2023,Lokasi_8,Organik,1143.97
21/09/2024,Lokasi_1,Anorganik,781.15
16/08/2024,Lokasi_1,Organik,1485.66
06/11/2020,Lokasi_4,B3,564.17
18/09/2020,Lokasi_7,Anorganik,1107.87
13/12/2023,Lokasi_9,Anorganik,979.54
09/02/2021,Lokasi_16,Organik,745.48
30/12/2025,Lokasi_5,Organik,663.55
07/12/2020,Lokasi_2,Anorganik,1237.08
01/09/2023,Lokasi_11,Organik,1416.31
31/08/2020,Lokasi_18,B3,607.55
04/05/2021,Lokasi_19,Anorganik,693.98
12/01/2020,Lokasi_13,Organik,1486.27
14/07/2021,Lokasi_11,Anorganik,515.02
11/02/2020,Lokasi_20,Anorganik,1008.25
16/08/2021,Lokasi_19,Organik,1016.11
23/12/2023,Lokasi_17,Organik,763.16
31/12/2024,Lokasi_5,Organik,1163.03
20/08/2024,Lokasi_13,B3,1444.94
13/05/2020,Lokasi_20,Anorganik,950.21
05/08/2022,Lokasi_1,Organik,1249.42
13/03/2020,Lokasi_10,Organik,1146.07
02/02/2021,Lokasi_8,Anorganik,972.94
29/11/2023,Lokasi_8,Organik,549.81
09/05/2020,Lokasi_19,Organik,1241.75
16/12/2024,Lokasi_6,Organik,863.25
24/06/2025,Lokasi_12,Organik,724.49
22/09/2020,Lokasi_7,Organik,1448.27
09/04/2024,Lokasi_16,B3,1273.5
08/06/2025,Lokasi_9,Anorganik,1462.27
03/03/2022,Lokasi_10,Organik,756.22
05/08/2023,Lokasi_10,Organik,1335.79
12/06/2020,Lokasi_10,Anorganik,1107.72
04/04/2020,Lokasi_20,Organik,1481.5
10/12/2024,Lokasi_16,Anorganik,1446.32
07/02/2023,Lokasi_1,Organik,1472.97
01/04/2022,Lokasi_17,Organik,1451.77
25/08/2020,Lokasi_14,Anorganik,507.66
14/05/2025,Lokasi_19,Anorganik,1241.09
14/11/2022,Lokasi_17,Organik,771.93
03/08/2024,Lokasi_14,Anorganik,1205.03
21/08/2022,Lokasi_8,Organik,1480.61
20/06/2021,Lokasi_9,Anorganik,539.36
22/05/2024,Lokasi_8,Anorganik,1066.99
02/06/2025,Lokasi_13,Anorganik,1234.95
07/05/2020,Lokasi_17,Anorganik,753.36
01/04/2020,Lokasi_19,Organik,725.12
26/06/2021,Lokasi_7,Organik,560.35
25/04/2022,Lokasi_17,Organik,593.92
08/08/2024,Lokasi_1,Organik,1156.75
25/01/2025,Lokasi_5,Organik,1005.21
24/01/2021,Lokasi_6,Anorganik,530.07
27/02/2025,Lokasi_2,Anorganik,1469.66
12/02/2020,Lokasi_16,Anorganik,1156.05
10/09/2020,Lokasi_5,Organik,1015.47
19/12/2022,Lokasi_5,Organik,772.72
20/03/2024,Lokasi_12,Organik,1158.1
07/05/2025,Lokasi_3,Organik,864.17
03/10/2021,Lokasi_16,Anorganik,1202.49
20/11/2021,Lokasi_6,Organik,1182.57
30/06/2023,Lokasi_15,Organik,592.74
04/05/2025,Lokasi_15,Anorganik,1409.26
15/12/2022,Lokasi_16,Organik,986.97
26/01/2024,Lokasi_20,Organik,892.94
01/04/2021,Lokasi_13,Organik,1455.46
09/09/2022,Lokasi_12,B3,938.21
31/10/2025,Lokasi_10,Organik,1221.22
27/01/2023,Lokasi_14,Organik,1155.14
28/05/2020,Lokasi_2,Organik,665.14
14/09/2023,Lokasi_3,Anorganik,1491.14
25/03/2023,Lokasi_9,Anorganik,963.6
08/07/2020,Lokasi_11,Anorganik,894.78
01/06/2022,Lokasi_11,Anorganik,1419.61
03/02/2021,Lokasi_10,B3,1029.24
31/08/2021,Lokasi_14,Organik,1205.08
30/11/2024,Lokasi_9,Organik,1346.25
26/06/2024,Lokasi_20,Organik,735.49
24/04/2024,Lokasi_10,Organik,669.47
18/11/2025,Lokasi_9,Anorganik,568.51
14/10/2023,Lokasi_5,Organik,1397.13
04/11/2023,Lokasi_8,Anorganik,700.37
30/03/2022,Lokasi_11,B3,807.75
30/03/2022,Lokasi_1,Organik,785.81
23/02/2021,Lokasi_10,Anorganik,804.59
03/05/2020,Lokasi_1,Anorganik,1168.06
25/02/2021,Lokasi_7,Organik,1454.11
17/02/2024,Lokasi_14,Anorganik,829.45
16/05/2024,Lokasi_5,Organik,907.65
06/02/2022,Lokasi_17,Organik,1271.15
06/08/2025,Lokasi_6,Organik,932.34
09/11/2025,Lokasi_16,Organik,1426.04
29/03/2024,Lokasi_11,Organik,1003.22
30/10/2024,Lokasi_10,Anorganik,847.73
06/08/2025,Lokasi_15,Organik,1471.57
24/05/2021,Lokasi_7,Organik,925.78
21/04/2023,Lokasi_2,Anorganik,731.17
20/01/2021,Lokasi_12,Anorganik,677.7
16/05/2024,Lokasi_19,Anorganik,1495.18
11/01/2022,Lokasi_12,Organik,1252.99
26/03/2025,Lokasi_16,Anorganik,908.66
17/12/2023,Lokasi_6,Organik,1326.36
19/06/2022,Lokasi_3,Anorganik,1046.81
13/10/2025,Lokasi_2,Organik,817.39
02/07/2025,Lokasi_20,Organik,1243.39
29/08/2020,Lokasi_5,Anorganik,1245.89
13/07/2025,Lokasi_11,Anorganik,1000.17
21/06/2020,Lokasi_3,Anorganik,545.16
02/11/2021,Lokasi_3,Organik,577.02
12/06/2020,Lokasi_5,Organik,1288.75
09/04/2021,Lokasi_11,Anorganik,1323.48
11/05/2021,Lokasi_3,Organik,1178.29
30/11/2021,Lokasi_13,Anorganik,1339.07
03/12/2021,Lokasi_8,Organik,1219.49
24/04/2025,Lokasi_20,Anorganik,1396.93
26/11/2024,Lokasi_10,Organik,650.4
01/07/2020,Lokasi_2,Organik,887.74
20/09/2021,Lokasi_4,Organik,964.11
27/09/2024,Lokasi_18,Anorganik,797.66
29/06/2021,Lokasi_19,Anorganik,1225.37
06/05/2024,Lokasi_4,Organik,1412.44
15/09/2021,Lokasi_20,Organik,912.48
16/08/2021,Lokasi_9,Anorganik,1441.54
13/01/2022,Lokasi_16,Organik,1016.77
03/11/2024,Lokasi_6,Organik,1022.52
30/12/2023,Lokasi_4,Anorganik,1100.22
02/05/2025,Lokasi_9,Organik,768.33
30/08/2025,Lokasi_13,B3,883.36
14/04/2020,Lokasi_9,Anorganik,1053.24
17/01/2020,Lokasi_6,Organik,1441.98
27/01/2021,Lokasi_19,Organik,1142.69
28/02/2021,Lokasi_14,B3,833.12
16/12/2025,Lokasi_15,Anorganik,510.47
25/07/2021,Lokasi_3,B3,1481.67
07/09/2025,Lokasi_5,Anorganik,992.98
25/01/2023,Lokasi_18,Organik,1438.5
29/08/2020,Lokasi_14,Anorganik,1049.35
27/02/2022,Lokasi_16,Anorganik,1105.46
15/12/2021,Lokasi_14,Organik,1211.91
28/01/2022,Lokasi_9,Organik,820.98
14/02/2022,Lokasi_15,Anorganik,1198.98
19/03/2020,Lokasi_7,Anorganik,1026.79
05/05/2022,Lokasi_14,Anorganik,1172.48
10/12/2023,Lokasi_6,Anorganik,1335.83
04/11/2025,Lokasi_15,Anorganik,684.23
18/11/2025,Lokasi_20,Anorganik,1113.55
28/10/2022,Lokasi_8,Anorganik,552.11
24/04/2022,Lokasi_2,Organik,602.12
27/03/2020,Lokasi_8,Organik,1174.59
21/09/2025,Lokasi_1,Anorganik,570.94
11/02/2021,Lokasi_17,Anorganik,1095.36
26/07/2024,Lokasi_19,Organik,720.01
27/05/2020,Lokasi_5,Anorganik,804.08
19/08/2020,Lokasi_20,Organik,629.64
04/05/2025,Lokasi_16,B3,748.67
31/12/2020,Lokasi_7,Organik,1321.29
01/08/2024,Lokasi_7,Organik,1138.88
11/03/2021,Lokasi_18,Organik,1449.76
02/02/2021,Lokasi_18,Anorganik,548.74
19/05/2023,Lokasi_2,Organik,1292.41
15/11/2023,Lokasi_15,Organik,1199.08
16/07/2021,Lokasi_14,Organik,760.89
08/07/2023,Lokasi_18,Organik,1229.17
11/02/2022,Lokasi_9,Anorganik,1216.55
30/07/2025,Lokasi_14,Anorganik,959.35
05/09/2023,Lokasi_5,Anorganik,1188.64
25/12/2025,Lokasi_11,Organik,944.58
22/04/2024,Lokasi_8,Anorganik,835.55
18/09/2022,Lokasi_5,Anorganik,966.49
31/05/2023,Lokasi_11,Organik,1395.13
25/12/2020,Lokasi_5,Anorganik,884.58
09/07/2022,Lokasi_17,Organik,903.69
20/08/2022,Lokasi_4,Anorganik,1108.4
01/01/2025,Lokasi_15,Organik,1253
01/06/2024,Lokasi_19,Anorganik,1234.62
28/06/2024,Lokasi_2,Organik,519.8
04/08/2020,Lokasi_17,Organik,1187.42
12/01/2021,Lokasi_12,Organik,950.55
28/04/2020,Lokasi_17,Organik,1024.09
08/07/2020,Lokasi_10,Organik,1061.66
04/01/2021,Lokasi_18,Anorganik,1231.72
06/12/2024,Lokasi_19,Organik,1331.33
13/10/2021,Lokasi_18,Anorganik,1146.26
25/02/2025,Lokasi_13,Anorganik,1063.91
20/02/2024,Lokasi_14,Anorganik,873.77
08/02/2022,Lokasi_16,Anorganik,637.88
19/02/2022,Lokasi_18,B3,1458.58
12/09/2024,Lokasi_18,Anorganik,961.84
04/08/2023,Lokasi_16,Anorganik,1066.21
03/06/2023,Lokasi_17,Organik,1251.07
06/06/2021,Lokasi_7,Anorganik,568.41
05/06/2021,Lokasi_12,Organik,1355.01
21/02/2022,Lokasi_2,B3,1297.03
24/07/2022,Lokasi_10,Anorganik,1274.43
15/08/2024,Lokasi_5,Anorganik,521.98
02/05/2021,Lokasi_3,Anorganik,1026.52
24/01/2025,Lokasi_19,Organik,554.27
25/04/2022,Lokasi_13,Anorganik,1050.87
11/12/2025,Lokasi_12,Organik,1218.45
26/06/2025,Lokasi_3,Organik,621.85
14/10/2024,Lokasi_6,Organik,1194.88
16/11/2021,Lokasi_14,Anorganik,949.53
30/11/2025,Lokasi_4,Anorganik,1311.55
09/12/2025,Lokasi_13,Organik,1033.59
16/04/2024,Lokasi_19,Organik,836.12
30/05/2023,Lokasi_18,Anorganik,831.99
08/02/2020,Lokasi_3,Organik,1397.49
18/02/2022,Lokasi_20,Organik,952.87
10/06/2023,Lokasi_6,Anorganik,905.75
11/04/2025,Lokasi_16,B3,539.87
28/10/2020,Lokasi_20,Organik,864.32
08/10/2021,Lokasi_3,Organik,1349.63
24/10/2021,Lokasi_12,Organik,1260.99
25/10/2024,Lokasi_19,Organik,720.91
12/09/2020,Lokasi_19,Organik,913.06
20/08/2021,Lokasi_4,Organik,696.58
23/10/2021,Lokasi_1,Organik,1454.22
22/08/2020,Lokasi_2,Anorganik,1098.12
30/09/2023,Lokasi_13,Anorganik,1254.35
08/02/2022,Lokasi_13,Anorganik,1213.81
31/07/2020,Lokasi_2,Organik,1373.69
07/04/2021,Lokasi_19,Organik,1449.33
09/10/2020,Lokasi_16,Organik,532.45
26/01/2024,Lokasi_12,Organik,1475.3
01/12/2023,Lokasi_1,Anorganik,1370.54
28/03/2020,Lokasi_9,Anorganik,882.95
03/12/2022,Lokasi_17,Anorganik,1337.07
05/04/2021,Lokasi_10,Anorganik,1236.56
20/09/2024,Lokasi_18,Organik,1293.11
08/10/2023,Lokasi_19,Organik,720.69
29/05/2021,Lokasi_7,Anorganik,1148.56
03/12/2021,Lokasi_19,Organik,525.93
11/07/2024,Lokasi_15,Organik,1348.23
28/08/2025,Lokasi_9,Anorganik,1451.04
23/01/2020,Lokasi_10,Organik,1162.12
19/11/2022,Lokasi_20,Anorganik,1012.67
04/01/2025,Lokasi_20,Organik,1225.73
25/11/2025,Lokasi_4,Anorganik,826.36
28/07/2023,Lokasi_6,Organik,1126.39
08/02/2023,Lokasi_4,Organik,1218.97
23/12/2025,Lokasi_5,B3,642.68
27/12/2020,Lokasi_9,Organik,640.07
16/12/2025,Lokasi_12,Anorganik,1216.14
14/03/2025,Lokasi_8,Organik,931.78
08/07/2023,Lokasi_5,Organik,1389.2
29/05/2021,Lokasi_11,Organik,811.94
24/03/2021,Lokasi_11,B3,542.43
07/04/2025,Lokasi_13,Organik,1149.88
15/02/2024,Lokasi_14,Organik,1184.24
01/06/2023,Lokasi_8,Anorganik,1053.59
29/01/2025,Lokasi_18,Anorganik,1183.33
23/05/2022,Lokasi_19,B3,1023.75
29/11/2023,Lokasi_12,B3,1192.63
20/10/2024,Lokasi_12,Anorganik,543.94
11/07/2022,Lokasi_18,Organik,868.4
29/11/2025,Lokasi_10,Organik,710.82
02/11/2022,Lokasi_7,Organik,599.33
17/11/2023,Lokasi_18,Organik,734.09
09/11/2020,Lokasi_12,Anorganik,691.31
20/06/2025,Lokasi_14,Organik,1473.13
03/11/2022,Lokasi_15,Anorganik,786.55
14/07/2024,Lokasi_16,Organik,730.96
13/11/2024,Lokasi_2,Organik,1334.87
11/10/2022,Lokasi_18,Organik,919.12
29/12/2022,Lokasi_12,Organik,921.47
29/01/2023,Lokasi_16,Organik,943.59
28/11/2021,Lokasi_13,Organik,916.53
19/12/2025,Lokasi_20,Organik,826.57
05/11/2023,Lokasi_17,Anorganik,786.34
01/03/2023,Lokasi_18,B3,1381.96
09/11/2022,Lokasi_3,Anorganik,661.71
13/04/2025,Lokasi_10,Organik,681.06
10/10/2022,Lokasi_1,Anorganik,1071.72
14/08/2020,Lokasi_6,Organik,843.66
02/01/2025,Lokasi_3,Anorganik,921.53
01/02/2024,Lokasi_19,B3,1306.55
01/04/2022,Lokasi_4,Anorganik,1403.63
16/07/2025,Lokasi_20,Anorganik,1290.55
20/05/2022,Lokasi_3,Organik,734.93
16/09/2025,Lokasi_8,Anorganik,1479.97
30/11/2024,Lokasi_8,Organik,863.18
06/07/2020,Lokasi_7,Organik,669.07
16/12/2022,Lokasi_2,Organik,999.5
29/07/2022,Lokasi_6,Anorganik,1225.29
09/06/2021,Lokasi_16,Anorganik,583.27
01/12/2020,Lokasi_10,Anorganik,1134.29
14/12/2022,Lokasi_4,Anorganik,1358.08
10/06/2020,Lokasi_13,Anorganik,761.78
16/08/2021,Lokasi_10,Organik,1193.12
22/04/2025,Lokasi_14,Organik,899.91
29/02/2020,Lokasi_9,Anorganik,914.14
16/03/2025,Lokasi_11,Anorganik,780.81
09/02/2021,Lokasi_18,Organik,1124.39
25/10/2021,Lokasi_11,Anorganik,861
06/02/2023,Lokasi_17,Organik,1330.9
04/01/2023,Lokasi_2,Anorganik,1462.91
25/06/2021,Lokasi_3,Organik,1435.09
30/08/2023,Lokasi_11,Organik,663.13
24/09/2022,Lokasi_18,B3,514.19
14/02/2023,Lokasi_3,Anorganik,938.47
17/05/2022,Lokasi_15,Anorganik,1228.88
28/08/2025,Lokasi_11,Organik,1477.46
07/03/2021,Lokasi_11,B3,1283.42
09/01/2022,Lokasi_20,Organik,1080.55
05/10/2023,Lokasi_11,Organik,526.35
01/07/2020,Lokasi_19,Anorganik,1325.54
30/11/2025,Lokasi_1,Anorganik,677.15
21/04/2023,Lokasi_5,Anorganik,555.61
15/03/2023,Lokasi_10,Organik,1350.36
10/04/2022,Lokasi_10,Anorganik,1066.25
09/07/2024,Lokasi_14,Anorganik,628.55
10/02/2023,Lokasi_2,Organik,886.54
20/04/2021,Lokasi_4,B3,585.54
19/08/2023,Lokasi_2,Organik,1138.01
28/08/2022,Lokasi_18,Organik,782.43
16/10/2022,Lokasi_13,B3,1366.09
15/02/2023,Lokasi_19,Anorganik,857.8
10/01/2025,Lokasi_5,Anorganik,994.63
09/06/2020,Lokasi_20,Organik,563.52
16/07/2020,Lokasi_2,Organik,775.59
07/07/2023,Lokasi_11,Organik,1176.77
21/10/2021,Lokasi_18,Anorganik,1236.26
10/11/2024,Lokasi_6,Organik,742.82
06/12/2022,Lokasi_10,Organik,1003.82
03/07/2025,Lokasi_17,Anorganik,1317.53
02/02/2021,Lokasi_11,Organik,879.91
29/09/2024,Lokasi_19,Anorganik,633.77
01/05/2024,Lokasi_17,B3,931.87
26/10/2025,Lokasi_4,B3,1100.63
11/12/2025,Lokasi_14,Organik,507.4
15/03/2020,Lokasi_20,B3,848.57
24/12/2025,Lokasi_4,Anorganik,1107.44
24/08/2021,Lokasi_14,Organik,1451.91
16/04/2022,Lokasi_4,Organik,908.55
08/03/2024,Lokasi_6,Organik,662.97
14/05/2021,Lokasi_9,Anorganik,1034.22
15/05/2024,Lokasi_12,Organik,785.75
17/05/2020,Lokasi_8,Anorganik,714.78
28/09/2025,Lokasi_4,Anorganik,1090.4
29/11/2024,Lokasi_5,Organik,1415.88
30/08/2022,Lokasi_6,Organik,1335.22
30/06/2024,Lokasi_5,Organik,682.29
28/02/2025,Lokasi_19,Organik,1265.88
21/07/2025,Lokasi_8,Anorganik,729.87
15/03/2025,Lokasi_9,Organik,790.7
20/12/2023,Lokasi_15,Anorganik,1420.05
30/06/2021,Lokasi_4,Organik,1411.05
10/07/2022,Lokasi_9,Organik,668.63
03/08/2021,Lokasi_7,B3,564.19
04/10/2023,Lokasi_8,Organik,793.12
10/05/2025,Lokasi_15,Organik,1081.78
26/06/2025,Lokasi_19,Organik,1376.89
27/09/2025,Lokasi_15,Anorganik,618.84
04/12/2021,Lokasi_5,Anorganik,914.96
13/06/2024,Lokasi_19,Organik,771.75
29/09/2021,Lokasi_7,Anorganik,514.93
06/10/2022,Lokasi_6,Organik,1288.45
02/10/2021,Lokasi_19,Anorganik,1313.28
04/02/2025,Lokasi_17,Anorganik,721.23
20/04/2023,Lokasi_10,Organik,651.24
16/11/2021,Lokasi_19,Organik,644.56
25/01/2025,Lokasi_11,Organik,963.95
06/07/2020,Lokasi_15,Anorganik,746.5
07/06/2024,Lokasi_10,Anorganik,1011.36
14/08/2024,Lokasi_11,Organik,884.85
11/09/2022,Lokasi_3,Organik,710.89
01/07/2021,Lokasi_3,B3,1251.19
02/12/2023,Lokasi_18,Anorganik,650.36
25/05/2022,Lokasi_11,B3,1298.9
09/09/2021,Lokasi_20,Organik,1061.45
27/09/2023,Lokasi_18,Organik,1332.04
28/05/2023,Lokasi_15,Anorganik,504.76
21/06/2022,Lokasi_7,Organik,1249.19
11/06/2020,Lokasi_10,Organik,551.52
28/05/2025,Lokasi_20,Organik,1450.1
26/09/2020,Lokasi_10,Organik,1202.74
23/09/2021,Lokasi_13,Organik,820.17
24/06/2022,Lokasi_15,B3,819.85
07/07/2025,Lokasi_18,Organik,1361.49
29/06/2024,Lokasi_4,Organik,1402.84
23/07/2020,Lokasi_20,Organik,1391.57
04/08/2021,Lokasi_17,Organik,1308.74
28/04/2024,Lokasi_3,Anorganik,1319.03
20/04/2022,Lokasi_2,Anorganik,1072.77
10/01/2025,Lokasi_4,Organik,528.23
05/06/2023,Lokasi_1,Anorganik,586.77
15/09/2024,Lokasi_15,Organik,1149.55
30/06/2024,Lokasi_1,Organik,901.17
24/05/2022,Lokasi_6,Organik,1067.31
04/01/2024,Lokasi_7,B3,731.08
20/11/2021,Lokasi_19,Organik,1149.42
03/07/2025,Lokasi_12,Anorganik,742.83
23/11/2023,Lokasi_1,Anorganik,960.81
24/06/2025,Lokasi_7,B3,978.72
02/11/2021,Lokasi_19,B3,677.67
17/03/2023,Lokasi_13,Organik,1376.21
04/02/2024,Lokasi_12,Anorganik,1025.82
01/08/2022,Lokasi_12,Anorganik,1366.78
20/12/2023,Lokasi_13,Organik,762.54
14/06/2022,Lokasi_14,Organik,672.34
29/12/2025,Lokasi_12,Organik,518.02
29/08/2023,Lokasi_20,Organik,593.86
13/06/2020,Lokasi_12,Organik,647.47
30/08/2025,Lokasi_6,Anorganik,578.86
10/01/2023,Lokasi_10,Anorganik,1396.88
19/10/2024,Lokasi_20,Organik,1411.44
22/04/2025,Lokasi_9,Organik,1437.36
05/01/2021,Lokasi_2,Anorganik,1459.86
23/02/2025,Lokasi_7,Anorganik,991.84
02/05/2022,Lokasi_9,Organik,1030.02
18/01/2021,Lokasi_12,Anorganik,630.83
15/04/2025,Lokasi_5,Organik,637.05
28/02/2021,Lokasi_1,Organik,1272.76
20/09/2021,Lokasi_15,Anorganik,1355.73
13/06/2022,Lokasi_8,Organik,1284.71
20/08/2021,Lokasi_1,Anorganik,1334.58
15/08/2021,Lokasi_18,Anorganik,776.57
14/08/2024,Lokasi_13,Anorganik,966.07
26/07/2021,Lokasi_1,Organik,959.2
06/09/2025,Lokasi_5,Organik,1495.28
21/09/2025,Lokasi_18,Anorganik,1449.18
31/08/2024,Lokasi_16,Organik,1098.49
25/06/2020,Lokasi_10,Anorganik,637.97
12/06/2021,Lokasi_4,Organik,758.6
21/06/2024,Lokasi_1,Organik,863.76
23/08/2022,Lokasi_8,Organik,1373.21
26/02/2024,Lokasi_5,Anorganik,670.63
16/07/2020,Lokasi_2,Anorganik,719.75
02/05/2022,Lokasi_17,Organik,849.38
17/03/2024,Lokasi_7,Anorganik,1426.91
31/08/2025,Lokasi_17,Organik,1003.81
16/12/2022,Lokasi_6,Anorganik,1146.84
07/04/2020,Lokasi_15,Organik,887.22
18/03/2025,Lokasi_5,Organik,688.52
10/03/2021,Lokasi_15,Organik,722.8
28/09/2021,Lokasi_18,Organik,1302.67
10/08/2021,Lokasi_18,Organik,1393.48
09/12/2020,Lokasi_6,Anorganik,993.08
10/08/2023,Lokasi_2,Organik,856.99
02/06/2025,Lokasi_17,Anorganik,1307.84
24/07/2021,Lokasi_4,Organik,1173.09
02/09/2021,Lokasi_12,Organik,540.87
23/09/2024,Lokasi_19,Anorganik,850.74
28/01/2025,Lokasi_2,Organik,1182.17
17/08/2022,Lokasi_2,Anorganik,1073.68
10/09/2025,Lokasi_14,Organik,1478.07
15/06/2021,Lokasi_15,Organik,1366.12
23/03/2023,Lokasi_20,Anorganik,559.74
27/12/2022,Lokasi_2,Anorganik,1225.77
16/03/2025,Lokasi_4,Organik,836.33
02/06/2022,Lokasi_19,Anorganik,1182.08
05/08/2024,Lokasi_9,Anorganik,1117.22
27/10/2025,Lokasi_7,Organik,1003.05
15/10/2024,Lokasi_13,Organik,1352.95
20/02/2022,Lokasi_12,Anorganik,1208.69
06/10/2025,Lokasi_3,Anorganik,1389.56
30/05/2022,Lokasi_13,Organik,781.6
22/03/2021,Lokasi_15,Anorganik,848.13
14/10/2025,Lokasi_14,Organik,1121.95
18/11/2024,Lokasi_9,Organik,1466.46
01/07/2023,Lokasi_13,Anorganik,871.58
14/06/2025,Lokasi_4,Organik,532.29
03/12/2022,Lokasi_8,Organik,945.89
26/04/2024,Lokasi_3,Organik,1043.93
08/10/2022,Lokasi_2,Organik,1300.99
12/02/2022,Lokasi_19,Organik,1228.6
19/12/2024,Lokasi_8,Organik,1464.66
16/04/2023,Lokasi_17,Anorganik,1282.68
21/12/2023,Lokasi_13,Anorganik,798.63
02/11/2020,Lokasi_7,Anorganik,1141.38
17/02/2022,Lokasi_9,B3,1172.24
08/01/2020,Lokasi_12,B3,1498.02
20/04/2021,Lokasi_14,Anorganik,638.74
13/08/2023,Lokasi_14,Organik,691.33
29/04/2021,Lokasi_15,Anorganik,655.51
23/06/2022,Lokasi_3,B3,1089.06
12/07/2021,Lokasi_15,Anorganik,635.3
21/05/2025,Lokasi_19,Organik,1156.01
01/02/2023,Lokasi_20,Anorganik,1303.77
18/05/2023,Lokasi_14,Anorganik,932.79
12/04/2021,Lokasi_8,Anorganik,1060.69
27/04/2022,Lokasi_5,Organik,1412.72
15/09/2020,Lokasi_19,Organik,1069.57
09/10/2020,Lokasi_4,Anorganik,708.61
07/07/2024,Lokasi_14,Anorganik,843.19
13/03/2025,Lokasi_16,Organik,1029.85
09/02/2020,Lokasi_20,Organik,654.9
11/10/2022,Lokasi_6,Organik,1112.52
04/09/2021,Lokasi_6,Organik,1499.25
30/03/2025,Lokasi_3,Anorganik,1152.53
18/11/2021,Lokasi_15,Organik,872.41
04/09/2021,Lokasi_3,Organik,831.75
16/11/2024,Lokasi_11,Anorganik,1431.6
15/12/2024,Lokasi_3,Organik,1371.51
27/03/2024,Lokasi_10,Anorganik,972.36
14/04/2025,Lokasi_18,Anorganik,853.41
26/02/2023,Lokasi_1,Anorganik,1210.46
28/07/2021,Lokasi_16,Anorganik,814.5
25/03/2025,Lokasi_16,Anorganik,619.4
09/10/2022,Lokasi_10,Organik,810.15
31/10/2021,Lokasi_1,Organik,934.3
25/09/2020,Lokasi_4,Organik,755.41
07/07/2023,Lokasi_3,Anorganik,716.81
12/07/2022,Lokasi_5,Anorganik,506.14
30/01/2023,Lokasi_12,B3,1130.84
09/03/2024,Lokasi_12,Organik,1114.45
24/10/2024,Lokasi_13,Organik,688.03
13/05/2024,Lokasi_12,Organik,1443.65
03/09/2020,Lokasi_16,Organik,909.57
09/04/2024,Lokasi_13,Anorganik,525.48
